loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,title,zip_code,addr_state
5000,5000,5000, 36 months,11.31,164.43,,,Shipping,2 years,RENT,40000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,284xx,NC
20000,20000,20000, 36 months,7.56,622.68,A,A3,Teacher,10+ years,,100000,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,982xx,WA
17100,17100,17100, 36 months,18.94,626.3,D,D2,Receptionist ,10+ years,RENT,38000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,150xx,PA
10475,10475,10475, 36 months,11.31,344.48,B,B3,Teacher,6 years,RENT,66150,,Dec-18,Current,debt_consolidation,Debt consolidation,786xx,TX
10000,10000,10000, 60 months,23.4,284.21,E,E1,,< 1 year,RENT,55000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,902xx,CA
7500,7500,7500, 36 months,11.31,246.65,B,B3,Supervisor,7 years,MORTGAGE,40500,,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
4000,4000,4000, 36 months,10.72,130.43,B,B2,Extrusion assistant ,10+ years,MORTGAGE,,Verified,Dec-18,Current,credit_card,Credit card refinancing,301xx,GA
15400,15400,15400, 60 months,14.47,362.1,C,C2,DISTRICT SALES MANAGER,3 years,MORTGAGE,110000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,451xx,OH
35000,35000,35000, 36 months,14.47,1204.23,C,C2,Staff Physician,8 years,MORTGAGE,360000,Verified,Dec-18,Current,credit_card,Credit card refinancing,336xx,FL
30000,30000,30000, 60 months,27.27,920.91,E,E5,Claims Analyst,1 year,RENT,50000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,857xx,AZ
16800,16800,16800, 60 months,17.97,426.34,D,D1,procurement supervisor,10+ years,,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
25000,25000,25000, 60 months,15.02,595.02,C,C3,radiologic technologist,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,992xx,WA
10000,10000,10000, 36 months,16.14,352.27,C,C4,Training Manager,10+ years,MORTGAGE,94800,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,325xx,FL
20000,20000,20000, 60 months,12.98,454.86,B,B5,RN ,1 year,,70000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,917xx,CA
35000,35000,35000, 60 months,15.02,833.02,C,C3,elementary school teacher,10+ years,MORTGAGE,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,017xx,MA
4000,4000,4000, 36 months,18.94,146.51,D,D2,supervisor,10+ years,OWN,80000,Verified,Dec-18,Current,other,Other,238xx,VA
10000,10000,10000, 60 months,16.14,243.93,C,C4,Sale Consultant,2 years,RENT,90000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,079xx,NJ
4500,4500,4500, 36 months,11.31,147.99,B,B3,Accounts Examiner III,10+ years,RENT,38500,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,786xx,TX
14000,14000,14000, 60 months,26.31,421.74,E,E4,,,RENT,55000,,Dec-18,Current,debt_consolidation,Debt consolidation,953xx,CA
6500,6500,6500, 36 months,11.8,215.28,B,B4,Educator ,2 years,,46500,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,352xx,AL
29625,29625,29625, 60 months,15.02,705.09,C,C3,,< 1 year,OWN,48000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,785xx,TX
16000,16000,16000, 60 months,27.27,491.16,E,E5,General Manager,7 years,OWN,,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,471xx,IN
12000,12000,12000, 60 months,14.47,282.16,C,C2,Assistant Athletic Director of Marketing,1 year,RENT,67000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,231xx,VA
35000,35000,35000, 60 months,15.02,833.02,C,C3,Sr Sales Manager,10+ years,MORTGAGE,290000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,656xx,MO
30000,30000,30000, 60 months,26.31,903.73,E,E4,Casino Host,10+ years,,62000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,920xx,CA
16000,16000,16000, 36 months,14.47,550.51,C,C2,Carpenter,10+ years,RENT,150000,Source Verified,Dec-18,Current,other,Other,917xx,CA
24000,24000,24000, 36 months,15.02,832.21,C,C3,MAINTENANCE PLANNER ,3 years,OWN,105000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,711xx,LA
14000,14000,14000, 36 months,16.14,493.17,C,C4,,,,77479,Not Verified,Dec-18,Current,other,Other,315xx,GA
40000,40000,40000, 60 months,11.31,875.9,B,B3,,< 1 year,MORTGAGE,136000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
24000,24000,24000, 60 months,27.27,736.73,E,E5,Firefighter/captain,10+ years,MORTGAGE,140000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,977xx,OR
28000,28000,28000, 36 months,11.31,920.81,,,Executive Administrative Assistant,5 years,RENT,82000,Verified,Dec-18,Current,credit_card,Credit card refinancing,921xx,CA
7075,7075,7075, 36 months,23.4,275.35,E,E1,,,,19200,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,633xx,MO
1000,1000,1000, 36 months,23.4,38.92,E,E1,,,RENT,29000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,559xx,MN
5400,5400,5400, 36 months,14.47,185.8,C,C2,Shift Supervisor,2 years,MORTGAGE,,,Dec-18,Current,credit_card,Credit card refinancing,731xx,OK
10000,10000,10000, 36 months,19.92,371.23,D,D3,,,OWN,17440,Verified,Dec-18,Current,credit_card,Credit card refinancing,380xx,TN
10000,10000,10000, 36 months,14.47,344.07,C,C2,Workforce Analyst,7 years,RENT,90000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,431xx,OH
25000,25000,25000, 36 months,16.91,890.2,C,C5,Captain,3 years,RENT,67000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,671xx,KS
6000,6000,6000, 36 months,6.46,183.79,A,A1,Senior manager,3 years,RENT,27000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,951xx,CA
7000,7000,7000, 36 months,10.33,226.96,B,B1,Reference/YA Librarian,3 years,RENT,45581,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,018xx,MA
30000,30000,30000, 60 months,12.98,682.29,B,B5,Senior Software Engineer,2 years,MORTGAGE,113000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,483xx,MI
5000,5000,5000, 36 months,16.14,176.14,C,C4,Software Consultant,6 years,RENT,110000,Not Verified,Dec-18,Current,other,Other,088xx,NJ
15000,15000,15000, 36 months,15.02,520.13,C,C3,Financial Planner,10+ years,MORTGAGE,175000,Source Verified,Dec-18,Current,home_improvement,Home improvement,070xx,NJ
15000,15000,15000, 60 months,13.56,345.62,C,C1,"Manager, Patient Finance",4 years,MORTGAGE,75000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,270xx,NC
20000,20000,20000, 36 months,14.47,688.13,,,bus driver,4 years,OWN,52000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,681xx,NE
20400,20400,20400, 60 months,10.33,436.76,B,B1,Bakery Manager,10+ years,MORTGAGE,,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,815xx,CO
20000,20000,20000, 60 months,12.98,454.86,B,B5,Esthetician ,< 1 year,RENT,40000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
8425,8425,8425, 36 months,27.27,345.18,E,E5,Senior Director Risk Management,3 years,MORTGAGE,450000,Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,020xx,MA
21000,21000,21000, 36 months,16.91,747.77,C,C5,,< 1 year,OWN,68000,Not Verified,Dec-18,Current,house,Home buying,347xx,FL
10000,10000,10000, 36 months,14.47,344.07,C,C2,Software Engineer,8 years,MORTGAGE,143000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,787xx,TX
15000,15000,15000, 36 months,15.02,520.13,C,C3,,,MORTGAGE,42000,Verified,Dec-18,Current,home_improvement,Home improvement,232xx,VA
24000,24000,24000, 60 months,13.56,552.98,C,C1,Manager,10+ years,MORTGAGE,75000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
15000,15000,15000, 60 months,14.47,352.69,C,C2,"VP, Solutions Management",9 years,RENT,280000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,605xx,IL
5000,5000,5000, 36 months,10.72,163.04,B,B2,Teacher,5 years,,72000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,906xx,CA
30000,30000,30000, 60 months,20.89,809.75,D,D4,PRIVATE CLIENT BANKER,2 years,,120000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,912xx,CA
35000,35000,35000, 60 months,19.92,925.73,D,D3,OPERATOR,10+ years,,68000,,Dec-18,Current,debt_consolidation,Debt consolidation,309xx,GA
3000,3000,3000, 36 months,10.33,97.27,,,Driver,7 years,RENT,,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,493xx,MI
1000,1000,975, 36 months,6.46,30.64,A,A1,Service Consultant ,3 years,MORTGAGE,49989,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,280xx,NC
10000,10000,10000, 60 months,14.47,235.13,C,C2,Teacher,5 years,RENT,66931,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,104xx,NY
5000,5000,5000, 36 months,11.31,164.43,B,B3,,,RENT,13000,,Dec-18,Current,credit_card,Credit card refinancing,159xx,PA
16500,16500,16500, 60 months,17.97,418.73,D,D1,case manager ,5 years,MORTGAGE,37000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,775xx,TX
6000,6000,6000, 36 months,15.02,208.06,C,C3,Shift Supervisor,5 years,MORTGAGE,30000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,112xx,NY
35000,35000,35000, 60 months,12.98,796,B,B5,Sr. Vice President -Risk Manager,7 years,,211646,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,797xx,TX
34575,34575,34575, 60 months,17.97,877.42,D,D1,Compliance manager,5 years,,130000,Source Verified,Dec-18,Current,home_improvement,Home improvement,853xx,AZ
1200,1200,1200, 36 months,17.97,43.37,D,D1,Haz Mat S/R,10+ years,OWN,52000,Not Verified,Dec-18,Current,vacation,Vacation,605xx,IL
9600,9600,9600, 36 months,12.98,323.37,B,B5,,,MORTGAGE,35704,Not Verified,Dec-18,Current,home_improvement,Home improvement,401xx,KY
4800,4800,4800, 36 months,16.91,170.92,C,C5,Server,9 years,RENT,38500,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,800xx,CO
5000,5000,5000, 36 months,22.35,191.86,D,D5,Director of Sales,10+ years,MORTGAGE,72000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,333xx,FL
10000,10000,10000, 60 months,12.98,227.43,B,B5,Printer,9 years,RENT,60000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,660xx,KS
7500,7500,7500, 36 months,10.72,244.55,B,B2,Program Manager,2 years,RENT,84000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,600xx,IL
16000,16000,16000, 60 months,17.97,406.04,D,D1,Surgery scheduler,2 years,RENT,35000,Verified,Dec-18,Current,debt_consolidation,Debt consolidation,945xx,CA
7200,7200,7200, 36 months,23.4,280.22,E,E1,Mail Processing Clerk ,2 years,RENT,56000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,120xx,NY
27975,27975,27975, 36 months,14.47,962.52,C,C2,Conductor ,10+ years,MORTGAGE,180000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
16000,16000,16000, 60 months,13.56,368.66,C,C1,LMSW,10+ years,RENT,46000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,787xx,TX
15000,15000,15000, 36 months,10.72,489.1,B,B2,Attorney,3 years,MORTGAGE,150000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,038xx,NH
9000,9000,9000, 36 months,11.8,298.07,,,Teacher,10+ years,MORTGAGE,85000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,983xx,WA
1000,1000,1000, 36 months,18.94,36.63,D,D2,Lpn,3 years,,57000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,210xx,MD
28000,28000,28000, 60 months,13.56,645.15,C,C1,Project Manager,10+ years,MORTGAGE,128500,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,760xx,TX
10000,10000,10000, 36 months,11.31,328.86,B,B3,Medical Technologist,3 years,RENT,67427,Source Verified,Dec-18,Current,major_purchase,Major purchase,027xx,MA
25000,25000,25000, 60 months,14.47,587.82,,,teacher,10+ years,OWN,110000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,117xx,NY
23000,23000,23000, 36 months,11.31,756.38,B,B3,Sr. CAE Analyst,3 years,MORTGAGE,145000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,801xx,CO
25000,25000,25000, 60 months,12.98,568.58,B,B5,Tire builder,10+ years,MORTGAGE,85000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,356xx,AL
15000,15000,15000, 36 months,8.19,471.37,A,A4,IT Manager,10+ years,MORTGAGE,92584,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,331xx,FL
35000,35000,35000, 60 months,18.94,906.77,D,D2,administrative clerk,10+ years,RENT,90000,Verified,Dec-18,Current,other,Other,070xx,NJ
5000,5000,4975, 36 months,7.02,154.44,A,A2,E-commerce associate,4 years,RENT,26976,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,986xx,WA
35000,35000,35000, 36 months,8.19,1099.85,A,A4,"Director, Analytics",10+ years,MORTGAGE,325000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,070xx,NJ
30000,30000,30000, 36 months,16.91,1068.24,C,C5,Mechanic,10+ years,RENT,85000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,238xx,VA
6600,6600,6600, 36 months,8.19,207.4,A,A4,,,MORTGAGE,95000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
20300,20300,20300, 60 months,10.33,434.62,B,B1,Service Advisor,2 years,MORTGAGE,185000,Not Verified,Dec-18,Current,other,Other,982xx,WA
4000,4000,4000, 36 months,18.94,146.51,D,D2,LEA Technician,1 year,RENT,57600,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,973xx,OR
10000,10000,10000, 36 months,7.56,311.34,A,A3,office work,10+ years,OWN,44000,Not Verified,Dec-18,Current,home_improvement,Home improvement,736xx,OK
21000,21000,21000, 60 months,22.35,584.19,D,D5,UC Engineer,3 years,MORTGAGE,99000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,330xx,FL
10000,10000,10000, 36 months,11.8,331.19,B,B4,Carpenter ,7 years,MORTGAGE,80000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,604xx,IL
3000,3000,2975, 36 months,8.19,94.28,A,A4,Marketing director,10+ years,MORTGAGE,100000,Not Verified,Dec-18,Current,home_improvement,Home improvement,922xx,CA
8000,8000,8000, 36 months,12.98,269.48,B,B5,autopsy technician,3 years,MORTGAGE,52000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,342xx,FL
1000,1000,1000, 36 months,23.4,38.92,E,E1,Deputy City Clerk,4 years,RENT,35000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,605xx,IL
5100,5100,5100, 36 months,7.02,157.52,A,A2,Administration Security,10+ years,MORTGAGE,76000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
4000,4000,4000, 36 months,16.14,140.91,C,C4,Teacher,10+ years,MORTGAGE,64000,Not Verified,Dec-18,Current,medical,Medical expenses,882xx,NM
35000,35000,35000, 60 months,17.97,888.2,D,D1,Project Manager,3 years,MORTGAGE,72000,Not Verified,Dec-18,Current,home_improvement,Home improvement,349xx,FL
4000,4000,4000, 36 months,7.02,123.55,A,A2,Lead Pastor,10+ years,OWN,60000,,Dec-18,Current,other,Other,486xx,MI
10000,10000,10000, 36 months,8.81,317.12,A,A5,Supervisor,10+ years,RENT,95000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,468xx,IN
20000,20000,20000, 60 months,17.97,507.55,D,D1,Front office Lead,4 years,RENT,57000,Not Verified,Dec-18,Fully Paid,debt_consolidation,Debt consolidation,981xx,WA
22000,22000,22000, 60 months,12.98,500.35,B,B5,Registered Nurse,10+ years,MORTGAGE,152000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
6600,6600,6325, 36 months,11.31,217.05,B,B3,Sewell collision center,10+ years,RENT,45000,Not Verified,Dec-18,Fully Paid,credit_card,Credit card refinancing,750xx,TX
3000,3000,3000, 36 months,15.02,104.03,,,Manager,5 years,MORTGAGE,95000,Not Verified,Dec-18,Current,vacation,Vacation,913xx,CA
35000,35000,35000, 60 months,22.35,973.64,D,D5,ICD Audit and Operations Officer,10+ years,,213000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,225xx,VA
5000,5000,5000, 36 months,19.92,185.62,,,Police Officer ,< 1 year,RENT,38200,,Dec-18,Current,debt_consolidation,Debt consolidation,302xx,GA
6025,6025,6025, 36 months,14.47,207.3,C,C2,Clerk,4 years,RENT,16800,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,021xx,MA
21600,21600,21600, 36 months,8.19,678.77,,,Streets Engineering Tech,10+ years,MORTGAGE,84200,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,553xx,MN
7000,7000,7000, 36 months,20.89,263.34,D,D4,,,MORTGAGE,65000,Not Verified,Dec-18,Current,home_improvement,Home improvement,339xx,FL
10000,10000,10000, 36 months,10.33,324.23,B,B1,IT Compliance Analyst,2 years,RENT,96000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,300xx,GA
18000,18000,18000, 36 months,14.47,619.32,C,C2,sales,10+ years,MORTGAGE,63000,,Dec-18,Current,debt_consolidation,Debt consolidation,480xx,MI
15000,15000,15000, 60 months,18.94,388.62,D,D2,Teacher,10+ years,MORTGAGE,165000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,750xx,TX
7000,7000,7000, 36 months,12.98,235.8,B,B5,HR Assistant,2 years,MORTGAGE,51000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,430xx,OH
4500,4500,4500, 36 months,10.33,145.91,B,B1,CPA,6 years,RENT,72000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,970xx,OR
5000,5000,5000, 36 months,6.46,153.16,A,A1,Director of Rehabilitation ,1 year,MORTGAGE,120000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,750xx,TX
10000,10000,10000, 36 months,8.81,317.12,A,A5,Research Team Manager,6 years,RENT,62000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,841xx,UT
6000,6000,5975, 36 months,7.02,185.32,A,A2,Mutual Funds Administrator,8 years,MORTGAGE,65000,Not Verified,Dec-18,Current,other,Other,531xx,WI
16000,16000,16000, 36 months,8.81,507.39,A,A5,Engineer,5 years,MORTGAGE,94000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,337xx,FL
4500,4500,4500, 36 months,11.8,149.04,B,B4,IT Specialist,10+ years,MORTGAGE,98650,Source Verified,Dec-18,Current,other,Other,277xx,NC
5000,5000,5000, 36 months,18.94,183.13,,,Autism para,6 years,MORTGAGE,60000,Not Verified,Dec-18,Current,medical,Medical expenses,805xx,CO
10000,10000,10000, 36 months,10.72,326.07,B,B2,Registered Nurse,3 years,MORTGAGE,150000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,193xx,PA
17425,17425,17425, 36 months,20.89,655.51,D,D4,Controller,10+ years,RENT,109000,,Dec-18,Current,debt_consolidation,Debt consolidation,334xx,FL
10000,10000,10000, 36 months,14.47,344.07,C,C2,,< 1 year,OWN,60000,Not Verified,Dec-18,Current,other,Other,936xx,CA
2000,2000,2000, 36 months,16.91,71.22,C,C5,Event Manager ,4 years,MORTGAGE,71000,Source Verified,Dec-18,Current,credit_card,Credit card refinancing,347xx,FL
5000,5000,5000, 36 months,10.72,163.04,B,B2,GM,10+ years,RENT,72000,Not Verified,Dec-18,Current,debt_consolidation,Debt consolidation,339xx,FL
1300,1300,1300, 36 months,7.56,40.48,A,A3,Language Director,2 years,MORTGAGE,80000,Not Verified,Dec-18,Current,credit_card,Credit card refinancing,335xx,FL
20000,20000,20000, 60 months,15.02,476.01,C,C3,Financial Center Manager ,6 years,RENT,80000,Source Verified,Dec-18,Current,debt_consolidation,Debt consolidation,380xx,TN
